Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,"improve
  
",29.Dec.19,Yes,Much improved. Can now shut off the microphones!,0
5,"Hood value
  
",29.Dec.19,Yes,Music for master bedroom,0
5,"La luz
  
",29.Dec.19,Yes,Muy bueno,0
5,"_
  
",29.Dec.19,Yes,My kids love it for music and for timers when we_e cooking,0
5,"Just getting started...
  
",29.Dec.19,Yes,"My wife refuses to use a smart phone but she loved the Alexa devices our daughter has to play music.  This was a gift for my wife and we are limited in what it will do since I'm not going to sync it with my smartphone.  However, it is her favorite Christmas gift and each day she is learning new ways to use it!",0
5,"Great tech support
  
",29.Dec.19,Yes,Needed help getting it up and running.  Got caught in a loop that went nowhere.  Got tech support fast.  I understood him and gotter done.  Sound quality could be better.  But then again the speaker is not overly big.,0
4,"Your house is wired tap now
  
",29.Dec.19,Yes,Not as loud as I like but pretty good,0
5,"Pretty cool
  
",29.Dec.19,Yes,"Nothing is perfect really, but this is a pretty cool device. It actually does a lot more than I really thought. I got it as a gift for my husband who is super techie. It has a lot of cool features that we plan to take advantage of. I suggest putting it on its own network just so that it's more secure.",0
5,"Variety of Selections
  
",29.Dec.19,Yes,One of me of my favorite things to do is to ask Alexa how she is and to say good night to her and wish her a good night's sleep.,0
5,"Muy buen sonido
  
",29.Dec.19,Yes,Para escuchar música,0
5,"Would buy again
  
",29.Dec.19,Yes,Perfect would recommend,0
5,"Great product, nice quality!
  
",29.Dec.19,Yes,"Quality, price was good.Only wish companys would provide owner manual with there products.",0
5,"Great for playing music
  
",29.Dec.19,Yes,Really awesome device,0
5,"Enjoy
  
",29.Dec.19,Yes,Really enjoying. I only wish she could clean house.,0
5,"Not great
  
",29.Dec.19,Yes,Seems ok. Not great but ok,0
3,"Well
  
",29.Dec.19,Yes,She doesn_ listen to my kids and my husband and doesn_ play all my music,0
5,"Best purchase of 2019
  
",29.Dec.19,Yes,So awesome we bought 3!!!,0
5,"Great product
  
",29.Dec.19,Yes,So far I love it...,0
5,"So far so good
  
",29.Dec.19,Yes,So far so good. Easy set up and use.,0
5,"Good buy at Christmas.
  
",29.Dec.19,Yes,So far works as advertised.,0
5,"Sound quality is better than the previous gen
  
",29.Dec.19,Yes,Sound is better and seems to be more intuitive.,0
5,"Great sound
  
",29.Dec.19,Yes,Sound is so much better then the echo dot great for music.,0
4,"Good product
  
",29.Dec.19,Yes,Sounds good,0
5,"Sounds great!
  
",29.Dec.19,Yes,Sounds great...wish it was portable....,0
5,"Alexa is LOVE!
  
",29.Dec.19,Yes,The best voice assistant that exists! There are a million reasons why I love Alexa! I definitely recommend people to have this product!,0
5,"Amazing Sound
  
",29.Dec.19,Yes,The Echo has amazing sound quality. Alexa is a great addition to the family.,0
5,"It is great
  
",29.Dec.19,Yes,The new color,0
5,"Super product
  
",29.Dec.19,Yes,"The set up was extraordinarily easy!  Plug in, connect to the Alex, and done!  It does everything else.  It took less than a minute to set.  The quality of the sound is great!",0
5,"Great for stream radio
  
",29.Dec.19,Yes,"The sound is great for this size of a system.  Picks up requests from the next room so watch what you say, it is listening.",0
2,"Overrated sound
  
",29.Dec.19,Yes,The sound isn_ any better or louder than the echo I had.,0
5,"LOVE this! The sound quality and volume is impressive!!
  
",29.Dec.19,Yes,"This is my first Echo, before this, I only had Echo dot. The biggest difference is the ability to crank up the volume. The sound quality is great, and LOUD. It's shockingly loud for the small size!There is no downside at all, if you want an Echo for music, this is a GREAT buy in every way! I got it in red, and had to wait a few weeks for it, but I'm glad I did, and would absolutely buy it again.",0
5,"Sounds better then the 2nd generation one!
  
",29.Dec.19,Yes,"This is our second Echo unit since the first one ended up in my 18 years old boy's room after couple of weeks of sitting in the kitchen.  I think the 3rd gen. sounds even better than the previous one was. More bass, more depth to the overall sound. The only thing came right off as a negative impression was the shape. The 2 gen. was a sleek, very stylish piece of electronics that you could easily blend in with your other stuff in any room in the house. The fabric that covered the speakers and the shape of the tower itself gave you more opportunity to place it among anything basically. This one is chubbier and a bit duller. It's not a deal breaker at all, just an observation. I guess the better sound quality means bigger speaker units means increased circumference means chubbier looks. Besides the difference in the aesthetics it is a great product!",0
5,"Awesome product
  
",29.Dec.19,Yes,"This is our second echo, we_e very satisfied with the quality overall.",0
2,"Sound is not much different than echo dot
  
",29.Dec.19,Yes,"This product does not hold a Wi-Fi connection and no matter if we reset the modem and router as well as the echo, it does not hold a consistent Connection. Sound quality is only marginally better than echo dot.",0
5,"Love it
  
",29.Dec.19,Yes,This product was a Christmas gift they love it. I also have one just like and love it.,0
5,"Love it
  
",29.Dec.19,Yes,This thing is awesome,0
5,"que  la mandan. en buen estado tarde pero en buen estado
  
",29.Dec.19,No,todo me agradó. solo que  si kieres. la música preferida  tienes que pagar más. de 5 dólares al mes,0
5,"El precio y calidad
  
",29.Dec.19,Yes,"Todo, y las instrucciones son claras",0
2,"Malfunction with playback speed and sound
  
",29.Dec.19,Yes,Upon saying Alexa the music gets all static and it takes like 2 minutes to respond or complete the action sometimes,0
5,"Works well
  
",29.Dec.19,Yes,Use for alarms an music,0
5,"Great product.
  
",29.Dec.19,Yes,Very responsive and great sound.,0
5,"Great product!!
  
",29.Dec.19,Yes,Was always against it.... now i have one on all floors!!!,0
5,"Added 3rd Echo to home
  
",29.Dec.19,Yes,"We had two of the older models in our house already.  My wife and I tossed around the idea of adding a 3rd to play music from end to end.  Yes, we have a smaller 3 bedroom home and on cyber Monday, we decided to go for the third.  I was impressed by the better quality sound of the 3rd generation Echo.  It has more of a base sound resulting in a fuller spectrum.  I love the idea of asking Alexa to play a song on our group across the house.  We have had no problems syncing or playing on all 3 devices as a group.",0
2,"Not what I expected!
  
",29.Dec.19,Yes,We have a echo dot and I thought this upgrade would be a great Christmas.  I expected the sound to be much better than it is.  From the beginning we have had problems setting it up and it stops playing music a couple times a day.  The ECHO DOT keeps playing on the same internet connection and the ECHO 3rd gen stops.  It may be going back.,0
5,"We love Alexa!
  
",29.Dec.19,Yes,"We love our new Alexa. Especially our kids. It could be because she helps them with their homework. But hey, I'm good with that.",0
4,"Convenience &amp; Quality!
  
",29.Dec.19,Yes,"We received Echo/Alexa as a xmas gift from our son; we love it.  Sound is great, quality is great and convenience is great.  We have used it daily since we got it -- it performs beautifully.",0
5,"Very Happy with the Alexa Echo experience
  
",29.Dec.19,Yes,"We've had a Google assistant for a few years, so to be fair it is an older model. I got the Alexa echo for just listening to music in the master suite. The Alexa Echo has surpassed my expectations. Very happy with the whole Alexa Echo experience.",0
1,"Junk
  
",29.Dec.19,Yes,What this item for my fiance for Christmas received the first one and would not connect to Wi-Fi set on the phone for 45 minutes with a customer service rep still couldn't get it to work got them to send me another one had the same issue with the new one this time customer service was out of India could barely understand that customer service rep and she was very rude I will be returning the second one I'm done with these,0
5,"Great Sounds!
  
",29.Dec.19,Yes,Wonderful speaker. Bought two. One for bedroom and one for living room. Great sound that follows me through the house. Seamlessly connects with Spotify. I am enjoying music again.,0
5,"I got it on sale
  
",29.Dec.19,Yes,Works great,0
5,"Works great
  
",29.Dec.19,Yes,Works great,0
5,"Fabulous machine for the price
  
",29.Dec.19,Yes,Works quite well. Good sound,0
5,"Great Item
  
",30.Dec.19,Yes,3rd Echo we have bought. Couldn't get up without it,0
4,"Good Product
  
",30.Dec.19,Yes,"3rd generation Echo is a good product.  Set up is very easy compared to my 1st gen Echo.  I do prefer the 1st gen Echo though.  I feel the 1st gen Echo's sound is much better, and I love the changing the volume by spinning the top edge of the 1st gen Echo.  It is much better way to change the volume then asking Alexa to do it or by pressing the 3rd gen Echo's +/- buttons.  But overall I am satisfied with the 3rd gen Echo.",0
5,"Está bien
  
",30.Dec.19,Yes,único que no me trabajo Samsung nokia 8  Pero esta bien me gusta lo puse con la computadora Y pongo todo el día la música cristiana que me gustó,0
5,"Love it. Great sound.
  
",30.Dec.19,Yes,"Alexa is new to us. We couldn_ believe what great sound it gives us and how easy it is to use. Very impressed. So much so - that we got a second echo dot for our kitchen, a larger echo for the living room, an echo show 5 for our bedroom and an echo auto.",0
4,"Help from Alexa
  
",30.Dec.19,Yes,"Alexa was easy to install and the instructions online were very helpful.  I have been using it for music, time,  night sounds, and answering questions.  She can also provide trivia, jokes and weather as well as many other things like giving a recipe step by step.  The echo plays music upon request and can be used to phone people although they did seem to have a little trouble hearing me if I was not close to the echo.  If I needed to get in touch with someone if sick or hurt I could have Alexa make a call for me from another room in my house.",0
1,"Doesn't work
  
",30.Dec.19,Yes,An hour with tech rep anmd it still does not work.,0
3,"Not much difference from first Echo
  
",30.Dec.19,Yes,"As we used our Echo for a lot of our music playlists, we thought the newly designed Echo with what this promised would be much better sound output.  If had to do over, would have just kept first Echo with little difference in sound quality and invested in the Echo Show.",0
5,"Eco
  
",30.Dec.19,Yes,Awesome,0
5,"Awesome accessory!!
  
",30.Dec.19,Yes,Awesome!! I couldn_ be anymore happier!!!,0
5,"Just top notch quality.
  
",30.Dec.19,Yes,Best speaker ever.,0
5,"Love it !!!
  
",30.Dec.19,Yes,Bought this as a Christmas gift for my wife.....easy set up great sound and ease of use. Her Christmas gift has become fun for the whole family,0
5,"Worth the upgrade
  
",30.Dec.19,Yes,Clear and great skins,0
4,"Good speaker
  
",30.Dec.19,Yes,"Definitely an upgrade in sound quality from my Echo first generation. I was expecting a little more low end from the speaker, but it's not bad. Also does not respond as easily as Gen one, so I have to speak louder, but not bad at all. I love the look and ease to set up. Currently considering the Echo Studio.",0
5,"Will be a permanent part of our home from now on
  
",30.Dec.19,Yes,Didn_ expect to love this product! Great addition to my home. Having trouble connecting lightbulbs to the device though.,0
5,"Set up is a breeze
  
",30.Dec.19,Yes,Does not disappoint. Easy set up and ease of use. Works seamlessly with amazon prime account.,0
1,"Not happy at all
  
",30.Dec.19,Yes,"Don't wish to review, I did the trade in for my echo and it was in perfect condition at time of return however once Amazon received it it was rated non-working and in poor cosmedic condition. This negated the 30$ turn in valuse which subsequently overdrew my account. I called and after a bit they refunded my 30$ but did not and would not cover the overdrawn fee of 25$ the support person said she escalated my issue up a level and I have yet to hear back. Now this 25$ overdraft fee has grown to 50$ very unhappy to say the lease",0
5,"Great for reminder in baking
  
",30.Dec.19,Yes,Ease of usr,0
5,"Very nice speaker
  
",30.Dec.19,Yes,Easy to connect and the sound coming out of the speakers are not as good as high in speaker but still fantastic for this small of a speaker. I really have enjoyed this during the holidays.,0
5,"Enjoyable
  
",30.Dec.19,Yes,Enjoy the music on both amazon and xm radio. Also like the timer.,0
5,"Excellent product
  
",30.Dec.19,Yes,Everything,0
4,"Can talk to someone wen bored. Lol
  
",30.Dec.19,Yes,Excellent but I wish if know how to do deep search on podcast to be listen thru her.,0
5,"Surprised by Tech Support
  
",30.Dec.19,Yes,"Excellent support! This was a gift for my husband. On Xmas day he had trouble setting it up. He called the support # I was given at purchase. The person solved his problem quickly and pleasantly. We were surprised at the service during the holiday. He loves his gift, uses it to check the weather every day and to listen to music.",0
5,"Amazon alexa
  
",30.Dec.19,Yes,Funciona bien buen sonido lo recomiendo 100%,0
5,"Voice recognition
  
",30.Dec.19,Yes,Good quality,0
5,"The size is ok
  
",30.Dec.19,Yes,Good sound,0
5,"Not a bad product for price
  
",30.Dec.19,Yes,"Got this for garage. Sound is not as good as higher end speakers but for price it_ not bad. Love Alexa, but if wife is streaming music via Alexa and amazon Different music to another device(s) in House At same time, it will not let you do it.",0
5,"Great Deal
  
",30.Dec.19,Yes,Great deal.,0
5,"loved it so much gave it to my elderly parents and bought another
  
",30.Dec.19,Yes,"great device, worth a few extra bucks and buying this over the dot. saying ""Alexa"" does sound better than saying ""ok google""  great sound and so many many skills being added daily .  i highly recommend this device.",0
5,"Good sequel to the already popular echo series
  
",30.Dec.19,Yes,Great product. Must have at least in every house,0
5,"Worth It
  
",30.Dec.19,Yes,Great product. Surprisingly nice base!,0
5,"Great sound
  
",30.Dec.19,Yes,Great sound,0
5,"Great product at great price!
  
",30.Dec.19,Yes,Great sound for music!,0
5,"Great sound quality, fun use
  
",30.Dec.19,Yes,"Great sound quality, fun to use, learning the proper Alexa term take a little attention",0
5,"Nice
  
",30.Dec.19,Yes,"Great sound, upgraded from a gen 2 . I Bought two so I could pair them for stereo sound in the garage. I Love Alexa",0
5,"Amazing
  
",30.Dec.19,Yes,Great speakers,0
5,"Great
  
",30.Dec.19,Yes,Great tool,0
3,"Life changing yet flawed
  
",30.Dec.19,Yes,"Groundbreaking, life changing yet flawed.  Bugs.  Static from speakers.  Constantly unplugging and plugging back in.  Doesnt work well with Fire in Amazon Music.  Alexa's voice is mute during reminders sometimes.  I still love it.",0
3,"Download Alexa app before trying to setting it up
  
",30.Dec.19,Yes,Had a hard time getting it set up to play music and do other things.,0
4,"hard to install app
  
",30.Dec.19,Yes,happy with alexa but  it was going to be $24 if i applied for a credit card and approved.well not approved till next day and $79 charged,0
4,"Alexa
  
",30.Dec.19,Yes,Hear music ask alexa general things,0
5,"Compralo y no te arrepentiras
  
",30.Dec.19,Yes,Hermoso me yuda en mucho lo recomiendo,0
5,"Purchase this!
  
",30.Dec.19,Yes,"I absolutely love this product! I can hear the music it plays throughout my house, I love how I can tell it to set multiple timers as I baked for Christmas and I love how it provides so much information when I ask. I now want one for my office and my RV.",0
4,"Amazing little device
  
",30.Dec.19,Yes,"I am not a tech type person at all.  I like music and happen to think of songs often and wonder who the artist is or want to hear the song, for this reason I give this little device rave reviews.  I am not all concerned with invasion of privacy much as all things have invaded and negatively impacted our privacy and health- nothing is as it seems, may as well enjoy some perks while getting the shaft.  The sound is great in a space of 500 sq ft., is responsive to my voice but I don't make request like I am talking to a human, there's no kids yelling to it, my house is quiet which may impact how Alexa software responds.  It's a new concept/device and as with most new things, it's not perfect.  And with all man-made things, it never will be.",0
5,"Echo
  
",30.Dec.19,Yes,I am thoroughly enjoying my echo...primarily for music and questions.,0
5,"A hit!
  
",30.Dec.19,Yes,I gave this as a Christmas present and it was a hit. I wasn_ completely sure if I could set up another device through the app on my phone  as I already have one at home too. But it Was a quick and easy process.,0
5,"Great product!
  
",30.Dec.19,Yes,I got this for my dad and he loves it. He has trouble with his speech and this Echo recognizes when he messes up _lexa a little. She still responds. Sometimes he calls it _lexis &amp; Alexus and etc. She still responds and that_ great. Sound quality is great also!,0
5,"Great sound
  
",30.Dec.19,Yes,I have a Sirius XM subscription. It's great in my garage.,0
5,"Great Tech
  
",30.Dec.19,Yes,I have had all generations of Echo from dot to spot down to the originalI love my alexa ... she is part of the family..,0
5,"Echo
  
",30.Dec.19,Yes,"I like everything about this product sound superb the quality is so great, I use echo to wake me in the morning so I don_ be late for work and it put me to sleep at night I listen to the smoothing music thank again.",0
5,"The music Alexa.
  
",30.Dec.19,Yes,I like it .,0
4,"Great addition to the home!
  
",30.Dec.19,Yes,"I like the easy access to music, appliances and plugs (control on/off, timers), and internet, but disappointed with connecting to TV for sound.",0
5,"Is you speaking Spanish this a device for you
  
",30.Dec.19,Yes,I like the sound quality and color is nice.,0
5,"The best thing.
  
",30.Dec.19,Yes,I love Alexa,0
5,"I am so glad I bought this for myself.
  
",30.Dec.19,Yes,I love my echo 3rd Generation it's so convenient and I like a whole lot that I could tell Alexa something and she'll do it and I don't have to get up so that goods for me and it's a great guy and I'm glad that I purchased it and if I had to do it over again I will be buying another one big happy face! Oh I have the red one special edition._,0
3,"I do not like that everything you say to the device is recorded.
  
",30.Dec.19,No,"I personally did not like the fact that everything I said was recorded. Even when it wasn_ supposed to be and I was not speaking to it. The app that I downloaded on my phone showed an allowed me to listen to what was recorded and there were several recordings where I was not talking to the device. The sound quality was good whenever I play music, but I just think it is 100% important for people to have this device to realize that nothing should be said that you would not say in front of the world. If you don_ have a problem with that then I suggest you get this product. I have to say that it is really cool to be able to turn on and off your lights and other appliances with this device. So it_ really up to the individual and how much privacy they would like to have.",0
5,"easy to set up
  
",30.Dec.19,Yes,"I primarly use this for music, the sound is perfect. Highly recommend Alexa.",0
5,"Next Generation Alexa looks and works great
  
",30.Dec.19,No,"I purchased this A-Lady for my daughter as a gift.  I have a first-generation model. This one looks a bit more modern and works just fine.  The price is lower (Black Friday had a nice discount) and the unit is a bit smaller than the first-generation. I've come to rely on her for timers while cooking, reminders for every day stuff, alarms for those times I need to set a non-standard alarm (catch a plane for example), etc.  I love the lists  I have one for Walmart, groceries, Costco, Sams Club. It makes shopping so much easier to just be able to add X to the grocery list right when you run out.  A must-have to turn on lights in the house. Great to ask ""How old is Actor X"" when you see them in a movie.  The A-Lady has become an important part of the family - glad to be sharing the experience with my daughters.",1
5,"It_ an echo
  
",30.Dec.19,Yes,I thought it would be a little darker blue,0
5,"Makes a good radio
  
",30.Dec.19,Yes,"I use Alexa as a radio, and it works well.",0
4,"So useful
  
",30.Dec.19,Yes,I use it for everything,0
5,"Sound quality is superb.
  
",30.Dec.19,Yes,I use my Echo to stream Sirius XM radio in my home.  I can use it to listen in any room that I choose.,0
5,"Great product
  
",30.Dec.19,Yes,"I was really surprised on how easy the setup was, took me less than 3 min to set it up and the sound quality is pretty good.",0
5,"Love it
  
",30.Dec.19,Yes,I wish I can connect the speaker to my TV.,0
4,"It meets our expectations.
  
",30.Dec.19,Yes,It is everything and more than we expected. Easy to access by voice and thr quality of the sound is excellent,0
5,"I was Skeptical...but my wife wanted it.
  
",30.Dec.19,Yes,"It is my wife's favorite Christmas Gift.  This is our first one...and I have to say I am impressed....Of course she has it say ""Good Morning my Queen"" when she gets up.  So funny.  But it works great.  Sounds amazing...now we will start moving forward with other goodies for this.",0
5,"Great!
  
",30.Dec.19,Yes,It works as I wanted and expected.,0
5,"Love iy
  
",30.Dec.19,Yes,It works great!,0
5,"Wonderful
  
",30.Dec.19,Yes,It works very well,0
5,"Works well
  
",30.Dec.19,Yes,It's located in the kitchen and is used to turn on lights and music.,0
5,"It's good
  
",30.Dec.19,Yes,It's sound is lovely.,0
5,"Great sound and size
  
",30.Dec.19,Yes,Just my own use. Just want to let people it_ an orangeish red but the sound is great.,0
5,"Alexa echo 3rd gen
  
",30.Dec.19,Yes,Just plug it in.  Download Alexa from the App Store on you phone and start using your echo.  Sooo easy.,0
1,"Liked my old one much better
  
",30.Dec.19,Yes,Keeps shutting off after playing it for a couple hours. Needs to be unplugged and plugged back in again because it_ unresponsive,0
5,"Easy setup and use.  Frequent email updates on how to use features  helpful.
  
",30.Dec.19,Yes,Like having my own private DJ using Spotify.,0
4,"Nice gift. Speaker needs to be better
  
",30.Dec.19,Yes,Like the product. It would be better if the speaker was better,0
5,"Alexa is Great
  
",30.Dec.19,Yes,Love Alexa-love to play songs!,0
5,"Easy setup
  
",30.Dec.19,Yes,Love it,0
5,"Better than expected
  
",30.Dec.19,Yes,Love it!,0
5,"Better than google!
  
",30.Dec.19,Yes,Love playing amazon music!!,0
5,"My alexa
  
",30.Dec.19,Yes,Love the alexa can't complain love using it,0
4,"Love the blue
  
",30.Dec.19,Yes,Love the convenience and the color,0
5,"Everything I expected and more
  
",30.Dec.19,Yes,Love the sound and how far I can be and still have her hear me.,0
5,"Improvement from the dot
  
",30.Dec.19,Yes,Love the sound level and clarity,0
5,"Cool!
  
",30.Dec.19,Yes,Love the sound quality _,0
5,"ALEXA
  
",30.Dec.19,Yes,Love this !!,0
5,"Awesome speaker !!  The color is fantastic!!
  
",30.Dec.19,Yes,Love this speaker !!  Please make more colors!  Makes me so happy that it_ red!!  Thank u!!,0
5,"Mind boggling
  
",30.Dec.19,Yes,Making life easier,0
5,"Excelente
  
",30.Dec.19,Yes,Maravillosa...y en español...me encanto...,0
5,"Buen producto.
  
",30.Dec.19,Yes,Me gustan los productos originales de amazon.,0
5,"Sweet speaker
  
",30.Dec.19,Yes,Much better,0
5,"High quality product.
  
",30.Dec.19,Yes,My wife loves classical and chorale music and the sound coming from this small unit is excellent.,0
5,"Na
  
",30.Dec.19,Yes,Na,0
5,"Great sound
  
",30.Dec.19,Yes,Need more than one,0
4,"Goodbuy
  
",30.Dec.19,Yes,Nice sound with decent bass,0
5,"Fun &amp; Handy Too!
  
",30.Dec.19,Yes,"Only been using Echo 3rd Generation a few days now but, it's proving to be another entertainment source &amp; a handy helper. Besides the usual tame uses like playing songs and asking it to tell jokes, it provides a lot of pertinent day to day information like weather and even looking up plane &amp; train schedules.  Also, I have one near my hobby workbench. When working on various projects, it's useful to ask math problems and even used it to compute a few Ohm's Law problems. So, it's a useful item to have for both entertainment and work.",0
5,"Great by
  
",30.Dec.19,Yes,Ordered 3 of these Eco dance for my family and they absolutely love them,0
1,"Poor quality item
  
",30.Dec.19,Yes,Poor quality,0
4,"Very good
  
",30.Dec.19,Yes,"Product was as advertised, sound quality is very.",0
4,"Was a gift and was loved and immeditely plugged in.
  
",30.Dec.19,Yes,Prompt delivery and easy to set up.,0
3,"Subwoofer pairing does not support Line/In feature
  
",30.Dec.19,No,"Pros: Versatile and when paired with the echo sub is a good alternative to a more expensive sound system.Cons: the line/in feature does not support the subwoofer. You cannot plug a phonograph (or tv) into the echo plus and expect it to engage the subwoofer which is extremely disappointing. If that_ a goal, skip this product pairing.",0
5,"good product at a great price.
  
",30.Dec.19,Yes,Purchased this as a compliment to the echo 2 I have for the stereo feature. Great. I could not have asked for more. I would recommend to anyone who has a Echo get something like this to make your system stereo.,0
5,"Amazing products
  
",30.Dec.19,Yes,Relaxing,0
5,"Great
  
",30.Dec.19,Yes,Replaced gen 1 Echo. Greatly improved sound quality with better voice recognition when playing music loud.,0
5,"Sounds good
  
",30.Dec.19,Yes,Satisfied with product,0
5,"Great assistant
  
",30.Dec.19,Yes,She is a great assistant,0
5,"Great service / great device
  
",30.Dec.19,Yes,Simply an awesome device.,0
5,"Received as Xmas gift.  So many uses.  We've hardly scratched the surface.
  
",30.Dec.19,Yes,So easy to use.  Daily weather updates.  Sports scores.  Cooking timer and suggested ingredients.  Love the sound.  Enjoy listening to our favorite radio shows.,0
2,"Do not buy for Home theater sound!! Not worth it!
  
",30.Dec.19,Yes,"So I ordered two of these echos and 1 sub for 2.1 home theater surround sound. Big fan of amazon products. Very disappointed with the home theater set up and if your buying for that purpose, it_ not worth it. I_ running on 5ghz. There is always an issue. One side it working and the other isn_. Then it swaps, then they both work but the sub is not working. If you watch tv in the early mornings like 5-6am, forget about it. No sound because the devices are unreachable for some reason. Then you have to unpair and pair them again(some devices would still show unreachable. Then you gotta unplug device and plug again). There are set up in my living room where my WiFi is. My point is that it_ not seamless connect, since I got it I_e always been playing around with it to make it stay connected. Gotten to the point where I disconnected it and just hearing sound through my TV. Thinking about returning an echo and sub as I don_ need two echos and I_ not going to have a sub laying around for no reason. Oh and to connect musics, forget about it. The app is horrible for music. I can_ even choose a song from my Apple Music to play. I had to create a playlist for amazon on my Apple app and in the amazon app I can_ even choose the song I want to play or even shuffle the music! This is a complete fail and amazon let me down on this one. The sound on the echo itself is decent.",0
5,"That works with many devices
  
",30.Dec.19,Yes,Solid powerful and clear,0
5,"Great
  
",30.Dec.19,Yes,Sound is great and like the color,0
5,"Love it
  
",30.Dec.19,Yes,Sound is great!,0
3,"Could have better sound quality
  
",30.Dec.19,Yes,Sound quality,0
5,"Better Sound for 3rd Generation
  
",30.Dec.19,Yes,Sound quality and voice recognition have improved in the 3rd generation. Music sounds better and responses are more clear than 2nd generation.,0
5,"Easy to set up.
  
",30.Dec.19,Yes,Sound quality is awesome,0
5,"Sounds amazing
  
",30.Dec.19,Yes,"Sounds amazing, love it. Definitely they did a great sound improvement.",0
5,"Sounds
  
",30.Dec.19,Yes,Sounds great,0
5,"Real Improvement
  
",30.Dec.19,Yes,Such a difference in sound quality and voice recognition over my old Echo.,0
5,"3rd generation Echo is a great addition to the home!
  
",30.Dec.19,Yes,"The Echo 3rd generation was easy to start up, has great sound and voice recognition. I have not had to use tech support so I can not comment on that. The thing I love the most is the red color, so pretty!",0
5,"My new friend
  
",30.Dec.19,Yes,The echo is great. It plays any song you can imagine. I love asking Alexa a question.,0
4,"New help in the house.
  
",30.Dec.19,Yes,"The Echo was easy to set up and was working in a matter of minutes. We_e enjoying discovering all it can do. We bought some smart plugs and those too were easy to get up &amp; running.Lots of good music we_e enjoying also. The jokes are pretty corny, which is funny in itself.",0
4,"A nice improvement
  
",30.Dec.19,Yes,The latest version of the Echo (3rd generation) is a very nice step in the right direction - smaller with a much nicer finish and no loss in sound quality.,0
5,"Great sound!
  
",30.Dec.19,Yes,The sound quality is amazing - just as good if not better than my Bose Soundlink!,0
5,"Good Speaker
  
",30.Dec.19,Yes,The speaker works well.,0
5,"???
  
",30.Dec.19,Yes,There isn't anything I dislike about Echo,0
5,"Have not washed it yet but I don_
  
",30.Dec.19,Yes,This is a very nice blanket I bought this for out beach house.,0
5,"Great product
  
",30.Dec.19,No,This is my first Alexa product and was very easy to get started. Usually need my children to set things up for me and was able to do it myself!! Listening to music and love it.,0
5,"Great Product
  
",30.Dec.19,Yes,This is my second Echo.  My first died on me after 6 years.  Ilike the color and the way it looks. Still has the same capabilities as before,0
5,"Excellent deal
  
",30.Dec.19,Yes,This is probably one of the most affordable And best quality speakers that I've ordered from Amazon,0
5,"Coolest ever
  
",30.Dec.19,Yes,"This is so enjoyable.  We have used it to play Christmas music, set alarms and use with calendar.",0
5,"It works great
  
",30.Dec.19,Yes,This is the perfect gift for my son. It works great.,0
5,"Incredible Value!
  
",30.Dec.19,Yes,"This product is fantastic. For about 6 years I owned a popular mini speaker that rhymes with _ose, _hows and _lows (I think you can figure it out) that cost more than double what the echo costs. As much as I hated the fact that I owned one of these _rand name speaker, it actually sounded impressive for its small size, so impressive that I had it for 6 years. When I was contemplating buying some smart speaker, I was tempted with the Sonos for its sound quality and reputation but the price tag always seemed high. I bought the echo on a whim, as it were, and I_ thoroughly impressed. Not only does it put my old speaker to shame in terms of sound, ease of use and looks, the multi-room music and home-theater configuration options are second to none. After 2 days of owning this speaker, I bought another and bought an echo plus for another room in my house. Don_ get me wrong, it_ still a smaller size speaker and doesn_ have the power of some bigger speaker out there, where you will be blown away is the value of the speaker. I haven_ seen a speaker this small and at this dollar amount perform as well as this speaker. 10/10 would recommended.",0
4,"Needs a better search engine.
  
",30.Dec.19,Yes,This product needs to connected to a better surcharge engine like Google.,0
5,"Great Sound System
  
",30.Dec.19,Yes,"This purchase is my second Echo unit.  I'm very pleased with it.  Everything works the same as with the other Echo unit I have.  So setting it up and operating it is a breeze.  The sound, which is paramount, is great.  I'm happy with my purchase.  I can even synchronize the two units.  Great.",0
5,"Excellent product
  
",30.Dec.19,Yes,This thing sounds awesome..she tells me weather..store hours..has great sound quality and she confirms whos right or wrong in my household debates lol,0
5,"My daughter-in-law loved it.
  
",30.Dec.19,Yes,This was a gift to my daughter-in-law and she loves it.,0
5,"An Amazing Device!
  
",30.Dec.19,Yes,"This was my 1st time purchase of an Amazon Echo device. So far I like everything about it. It is so amazing that it will play any genre , or even artist that I ask for. t gives me the weather so fast. I like the options of turning off  some of the features that I am leery about, such as ordering items thru Alexa. Maybe sometime I may be more comfortable doing this, but for now it's turned off. It is really nice hearing another person's voice.  I like this device so well that I ordered 2 echo dots. One for my bedroom and one for the kitchen, as well as 2 Amazon smart plugs for Alexa to turn on and off lights.",0
5,"Enjoyable
  
",30.Dec.19,Yes,Used it during holidays for music and for information retrievals,0
5,"She_ there when I need her!
  
",30.Dec.19,Yes,"User friendly, pleasant to look at, and the sound is superb§!",0
5,"MEGA SUPERRR
  
",30.Dec.19,Yes,Uuufff hey do not hesitate to buy the alexa the best of the best sound quality is the same as the JBL and of the most expensive I already have the 2nd generation and this the 3rd speaks for itself only alexa the best. or and I have in my room the best sound in volvente also very easy to connect just follow the application of alexa and already super easy connection.,0
4,"Good sound
  
",30.Dec.19,Yes,Very good product...I uses echo dot before made this echo even more outstanding....my opinion thz,0
